code,name
G8734,"Elder maltreatment screen documented as negative, follow-up is not required"
G8735,"Elder maltreatment screen documented as positive, follow-up plan not documented, reason not given"
G8736,"Most current ldl-c <100mg/dlTerminated December 31, 2014."
G8737,"Most current ldl-c >=100mg/dlTerminated December 31, 2014."
G8738,"Left ventricular ejection fraction (lvef) < 40% or documentation of severely or moderately depressed left ventricular systolic functionTerminated December 31, 2014."
G8739,"Left ventricular ejection fraction (lvef) >= 40% or documentation as normal or mildly depressed left ventricular systolic functionTerminated December 31, 2014."
G8740,"Left ventricular ejection fraction (lvef) not performed or assessed, reason not givenTerminated December 31, 2014."
G8749,"Absence of signs of melanoma (tenderness, jaundice, localized neurologic signs such as weakness, or any other sign suggesting systemic spread) or absence of symptoms of melanoma (cough, dyspnea, pain, paresthesia, or any other symptom suggesting the possibility of systemic spread of melanoma)"
G8751,"Smoking status and exposure to second hand smoke in the home not assessed, reason not givenTerminated December 31, 2014."
G8752,Most recent systolic blood pressure < 140 mmhg
G8753,Most recent systolic blood pressure >= 140 mmhg
G8754,Most recent diastolic blood pressure < 90 mmhg
G8755,Most recent diastolic blood pressure >= 90 mmhg
G8756,"No documentation of blood pressure measurement, reason not given"
G8757,"All quality actions for the applicable measures in the chronic obstructive pulmonary disease (copd) measures group have been performed for this patientTerminated December 31, 2016."
G8758,"All quality actions for the applicable measures in the inflammatory bowel disease (ibd) measures group have been performed for this patientTerminated December 31, 2016."
G8759,"All quality actions for the applicable measures in the sleep apnea measures group have been performed for this patientTerminated December 31, 2016."
G8761,"All quality actions for the applicable measures in the dementia measures group have been performed for this patientTerminated December 31, 2016."
G8762,"All quality actions for the applicable measures in the parkinson's disease measures group have been performed for this patientTerminated December 31, 2016."
G8763,"All quality actions for the applicable measures in the hypertension (htn) measures group have been performed for this patientTerminated December 31, 2014."
G8764,"All quality actions for the applicable measures in the cardiovascular prevention measures group have bee performed for this patientTerminated December 31, 2014."
G8765,"All quality actions for the applicable measures in the cataract measures group have been performed for this patientTerminated December 31, 2016."
G8767,"Lipid panel results documented and reviewed (must include total cholesterol, hdl-c, triglycerides and calculated ldl-c)Terminated December 31, 2014."
G8768,"Documentation of medical reason(s) for not performing lipid profile (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)Terminated December 31, 2014."
G8769,"Lipid profile not performed, reason not givenTerminated December 31, 2014."
G8770,"Urine protein test result documented and reviewedTerminated December 31, 2014."
G8771,"Documentation of diagnosis of chronic kidney diseaseTerminated December 31, 2014."
G8772,"Documentation of medical reason(s) for not performing urine protein test (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not cllinically appropriate)Terminated December 31, 2014."
G8773,"Urine protein test was not performed, reason not givenTerminated December 31, 2014."
G8774,"Serum creatinine test result documented and reviewedTerminated December 31, 2014."
G8775,"Documentation of medical reason(s) for not performing serum creatinine test (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)Terminated December 31, 2014."
G8776,"Serum creatinine test not performed, reason not givenTerminated December 31, 2014."
G8777,"Diabetes screening test performedTerminated December 31, 2014."
G8778,"Documentation of medical reason(s) for not performing diabetes screening test (e.g., patients with a diagnosis of diabetes, or with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)Terminated December 31, 2014."
G8779,"Diabetes screening test not performed, reason not givenTerminated December 31, 2014."
G8780,"Counseling for diet and physical activity performedTerminated December 31, 2014."
G8781,"Documentation of medical reason(s) for patient not receiving counseling for diet and physical activity (e.g., patients with palliative goals or for whom treatment of hypertension with standard treatment goals is not clinically appropriate)Terminated December 31, 2014."
G8782,"Counseling for diet and physical activity not performed, reason not givenTerminated December 31, 2014."
G8783,"Normal blood pressure reading documented, follow-up not required"
G8784,"Patient not eligible (e.g., documentation the patient is not eligible due to active diagnosis of hypertension, patient refuses, urgent or emergent situation)Terminated December 31, 2016."
G8785,"Blood pressure reading not documented, reason not given"
G8797,Specimen site other than anatomic location of esophagus
G8798,Specimen site other than anatomic location of prostate
G8806,Performance of trans-abdominal or trans-vaginal ultrasound and pregnancy location documented
G8807,"Trans-abdominal or trans-vaginal ultrasound not performed for reasons documented by clinician (e.g., patient has a documented intrauterine pregnancy [iup])"
G8808,"Trans-abdominal or trans-vaginal ultrasound not performed, reason not given"
G8809,"Rh-immunoglobulin (rhogam) orderedTerminated December 31, 2020."
G8810,"Rh-immunoglobulin (rhogam) not ordered for reasons documented by clinician (e.g., patient had prior documented receipt of rhogam within 12 weeks, patient refusal)Terminated December 31, 2020."
G8811,"Documentation rh-immunoglobulin (rhogam) was not ordered, reason not givenTerminated December 31, 2020."
G8815,"Documented reason in the medical records for why the statin therapy was not prescribed (i.e., lower extremity bypass was for a patient with non-artherosclerotic disease)"
G8816,Statin medication prescribed at discharge
