Make,Model,baseModel,Year
Audi,e-tron S (20 inch wheels),e-tron S,2022
Suzuki,Kizashi S AWD,Kizashi,2013
Porsche,Cayman S,Cayman,2013
Subaru,Legacy AWD,Legacy/Outback,2013
Isuzu,Rodeo 2WD,Rodeo,2013
BMW,M760i xDrive Sedan,7 Series,2021
Porsche,718 Cayman GT4,718,2022
Toyota,Sienna 2WD,Sienna,2013
BMW,M6 Gran Coupe,M,2014
Volvo,S60 PoleStar AWD,S60,2014
Ford,Taurus AWD FFV,Taurus,2014
Nissan,370Z,370Z,2014
BMW,328d xDrive,3 Series,2014
BMW,330ci Convertible,3 Series,2013
Dodge,Ram 1500 Pickup 4WD,Ram 1500 Pickup,2013
GMC,Yukon XL 1500 2WD,Yukon,2013
Chevrolet,Express Passenger (Bi-fuel),Express Passenger,2013
Ford,Taurus,Taurus,2013
Suzuki,Grand Vitara XL7,Grand Vitara,2013
Mitsubishi,Endeavor 2WD,Endeavor,2013
Chevrolet,Express 1500/2500 2WD,Express Passenger,2013
Mazda,3,3,2013
GMC,Caballero Pickup 2WD,Caballero Pickup,2013
Mercury,Sable AWD,Sable,2013
Chrysler,E Class/New Yorker,E Class/New Yorker,2013
Nissan,Sentra SR,Sentra,2023
Cadillac,CT4 V,CT4,2023
Dodge,Daytona,Daytona,2013
Geo,Prizm,Prizm,2013
Dodge,B150/B250 Van 2WD,B150/B250 Van,2013
Jeep,Cherokee 4WD,Cherokee,2013
Volkswagen,Jetta,Jetta,2013
Chevrolet,Tahoe 1500 4WD,Tahoe,2013
Hyundai,Accent,Accent,2013
Chevrolet,Express 1500/2500 2WD,Express Passenger,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Chevrolet,Cavalier,Cavalier,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Hyundai,Elantra GT,Elantra,2016
Toyota,Tundra 2WD,Tundra,2016
Toyota,Cargo Van 4WD,Van,2013
GMC,S15 Jimmy 2WD,Jimmy,2013
Hyundai,Elantra,Elantra,2018
GMC,Sierra K10 Cab Chassis 4WD,Sierra,2018
Jaguar,F-Type S AWD Convertible,F-Type,2020
Cadillac,Escalade 2WD,Escalade,2021
Hyundai,Elantra Hybrid,Elantra,2021
Subaru,Sedan/3 Door,Sedan,2013
BMW,X2 M35i,X2,2022
Mitsubishi,Mirage G4,Mirage,2022
Toyota,4Runner 4WD,4Runner,2022
Mercedes-Benz,GLS580 4matic,GLS-Class,2022
Hyundai,Genesis Coupe,Genesis,2013
Mitsubishi,Outlander Sport 4WD,Outlander,2013
Dodge,Durango 2WD,Durango,2013
Jeep,Compass 2WD,Compass,2013
Land Rover,Range Rover Sport,Range Rover,2013
Volvo,S60 AWD,S60,2013
Plymouth,Caravelle,Caravelle,2013
BMW,428i Convertible,4 Series,2014
Chrysler,200,200,2014
Infiniti,Q70 Hybrid,Q70,2014
Land Rover,Range Rover FFV,Range Rover,2014
Rivian,R1T Dual Standard Plus (21in),R1T,2024
Chevrolet,Astro 2WD (cargo),Astro Cargo,2013
Land Rover,Range Rover,Range Rover,2013
Geo,Metro,Metro,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Dodge,Ramcharger 4WD,Ramcharger,2013
Dodge,Caravan C/V/Grand Caravan 2WD,Caravan C/V/Grand Caravan,2013
Plymouth,Laser,Laser,2013
Mitsubishi,Galant,Galant,2013
Ford,Mustang,Mustang,2013
Oldsmobile,Bravada AWD,Bravada,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Ford,Taurus Wagon FFV,Taurus,2013
Jaguar,Vanden Plas,Vanden Plas,2013
Dodge,Durango 4WD,Durango,2013
GMC,Jimmy 4WD,Jimmy,2013
Mitsubishi,Tredia,Tredia,2013
Toyota,Camry Solara,Camry,2013
Subaru,Legacy/Outback Wagon AWD,Legacy/Outback,2013
Ford,Explorer Sport 2WD,Explorer,2013
Suzuki,Aerio SX,Aerio,2013
Chevrolet,Silverado 1500 4WD,Silverado,2013
Jeep,Wrangler/TJ 4WD,Wrangler/TJ,2013
Suzuki,Aerio SX,Aerio,2013
Ford,Escape 4WD,Escape,2013
Ford,Fusion AWD,Fusion,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Dodge,Colt,Colt,2013
Chevrolet,Blazer V1500 4WD,Blazer,2013
Ford,Escort Wagon,Escort,2013
Chrysler,Town and Country 2WD,Town and Country,2013
Nissan,Altima / Stanza,Altima / Stanza,2013
Mazda,Protege,Protege,2013
BMW,320i xDrive,3 Series,2015
Ford,F250 Pickup 2WD,F250,2013
Ford,F150 Dual-fuel 2WD (LPG),F150,2013
Chevrolet,Cavalier,Cavalier,2013
Chevrolet,Silverado 1500 4WD,Silverado,2013
Saab,900,900,2013
Ford,Taurus,Taurus,2013
Chevrolet,Venture FWD,Venture,2013
Nissan,Murano FWD,Murano,2013
Lexus,RX 400h 4WD,RX,2013
Volvo,S60 AWD,S60,2013
Chevrolet,Colorado Cab Chassis inc 2WD,Colorado,2013
Ford,F150 Pickup 4WD FFV,F150,2013
GMC,Acadia FWD,Acadia,2013
Dodge,Challenger,Challenger,2013
Ford,Mustang,Mustang,2013
Oldsmobile,Achieva,Achieva,2013
Geo,Tracker Convertible 2WD,Tracker,2013
Pontiac,Grand Prix,Grand Prix,2013
Qvale,Detomaso Mangusta,Detomaso Mangusta,2013
Suzuki,Grand Vitara 4Door 4WD,Grand Vitara,2013
Toyota,Celica,Celica,2013
Infiniti,G20,G20,2013
Volkswagen,Passat Wagon,Passat,2013
GMC,Yukon 1500 4WD,Yukon,2013
Volkswagen,New Beetle,Beetle,2013
Eagle,Premier,Premier,2013
Hyundai,Elantra N,Elantra,2024
Ford,F150 Pickup 2WD,F150,2024
Subaru,Wagon,Wagon,2013
Chevrolet,K1500 Pickup 4WD,K1500 Pickup,2013
Mitsubishi,Eclipse,Eclipse,2013
GMC,Sierra 1500 2WD,Sierra,2013
Nissan,Frontier 2WD,Frontier,2013
Hyundai,Accent/Brio,Accent/Brio,2013
Mercedes-Benz,CLK500,CLK-Class,2013
Ford,Crown Victoria,Crown Victoria,2013
GMC,Canyon Crew Cab 4WD,Canyon,2013
Isuzu,Rodeo 4WD,Rodeo,2013
Pontiac,Grand Am,Grand Am,2013
Maserati,Coupe and Gransport,Coupe and Gransport,2013
Isuzu,Ascender 7-passenger 2WD,Ascender,2013
Porsche,Carrera 2 Cabriolet,Carrera 2 Cabriolet,2013
Infiniti,M35,M35,2013
Peugeot,505 Wagon,505,2013
Dodge,D250 Pickup 2WD,D250 Pickup,2013
Dodge,D250 Pickup 2WD,D250 Pickup,2013
Mitsubishi,Eclipse,Eclipse,2013
Dodge,Shadow,Shadow,2013
Chevrolet,Postal Cab Chassis 2WD,Postal Cab Chassis,2013
Chevrolet,Colorado 2WD,Colorado,2013
Ford,Focus FWD,Focus,2013
Chevrolet,Silverado 15 Hybrid 4WD,Silverado,2013
Mercedes-Benz,C350,C-Class,2013
Cadillac,CTS,CTS,2013
Chevrolet,Sonic 5,Sonic,2013
Dodge,Journey FWD,Journey,2013
BMW,435i Coupe,4 Series,2014
Subaru,Legacy AWD,Legacy/Outback,2015
Honda,Civic CNG,Civic,2013
Mazda,323,323,2013
Mercedes-Benz,SLR,SLR,2013
Audi,A4 Avant quattro,A4,2013
Ford,Escape 4WD,Escape,2013
Volvo,740/760 Wagon,740/760,2013
Ford,F150 Pickup 4WD,F150,2013
Chevrolet,Van 1500 2WD Cargo,Van 1500,2013
Ford,F150 Pickup 4WD,F150,2013
Ford,Escort,Escort,2013
Dodge,Colt Vista 4WD,Colt,2013
Mazda,RX-7,RX-7,2013
Toyota,Corolla,Corolla,2013
Mercedes-Benz,S600 Coupe,S-Class,2013
Honda,CR-V 2WD,CR-V,2013
Suzuki,Equator 4WD,Equator,2013
BMW,335ci xDrive,3 Series,2013
Toyota,Venza AWD,Venza,2013
Volkswagen,Golf,Golf/GTI,2013
Toyota,Tundra 2WD,Tundra,2013
Aston Martin,Rapide,Rapide,2013
Chevrolet,Camaro,Camaro,2013
Toyota,Supra,Supra,2013
Buick,LaCrosse eAssist,LaCrosse,2013
Hyundai,Elantra Limited,Elantra,2015
Subaru,Impreza AWD,Impreza/Outback Sport,2015
Dodge,Challenger SRT8,Challenger,2015
Volvo,XC90 FWD,XC90,2018
Mazda,3 5-Door 2WD,3,2019
Tesla,Model S Performance (19in Wheels),Model S,2020
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Jeep,Cherokee 2WD,Cherokee,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Saab,9-3,9-3,2013
Nissan,200SX,200SX,2013
Suzuki,Vitara 4Door,Vitara,2013
Chevrolet,Tahoe C1500 2WD,Tahoe,2017
BMW,X6 M,M,2013
BMW,335i Coupe xDrive,3 Series,2013
Buick,LaCrosse eAssist,LaCrosse,2014
Audi,R8,R8,2014
BMW,535i,5 Series,2015
Toyota,Tundra 4WD,Tundra,2017
Infiniti,QX60 FWD,QX60,2017
Volvo,S90 AWD PHEV,S90,2018
Jeep,Compass 4WD,Compass,2020
BMW,M240i Coupe,M,2020
GMC,Sierra 2WD,Sierra,2020
Honda,Civic 4Dr,Civic,2021
Audi,A8 L quattro,A8,2021
Mitsubishi,Galant Sigma,Galant,2013
Pontiac,Grand Am,Grand Am,2013
Volkswagen,Atlas Cross Sport 4motion,Atlas,2022
Subaru,Legacy AWD,Legacy/Outback,2013
Ford,F250 Pickup 2WD,F250,2013
Honda,CR-V 4WD,CR-V,2013
Mercedes-Benz,S63 AMG,S-Class,2013
Acura,TSX,TSX,2013
Chevrolet,Cavalier,Cavalier,2013
Volvo,XC90 AWD,XC90,2013
Volvo,C30 FWD,C30,2013
Ford,Focus FWD FFV,Focus,2015
Chevrolet,Cavalier Dual-fuel,Cavalier,2013
Saab,9-3 Sport Sedan,9-3,2013
London Coach Co Inc,London Taxi,London Taxi,2013
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Jeep,Compass 2WD,Compass,2013
BMW,M440i xDrive Coupe,4 Series,2023
Acura,Integra A-Spec,Integra,2023
BMW,X4 M Competition,X4,2023
MINI,Countryman S All4,Countryman,2024
Aston Martin,DBX 707,DBX 707,2024
Acura,Legend,Legend,2013
Toyota,Van 4WD (cargo),Van,2013
Chrysler,LeBaron Convertible,LeBaron,2013
Mercury,Marquis Wagon,Marquis,2013
Suzuki,Swift,Swift,2013
Ford,Bronco II 2WD,Bronco II,2013
Subaru,Loyale Wagon 4WD,Loyale,2013
Audi,80/90,80/90,2013
Ford,LTD Crown Victoria,LTD Crown Victoria,2013
Ford,F150 Pickup 2WD,F150,2013
Ford,F250 Pickup 2WD,F250,2013
Chevrolet,K10 Pickup 4WD,K10 Pickup,2013
Honda,Accord,Accord,2013
GMC,K25 Pickup 4WD,Pickup,2013
Subaru,Loyale Wagon,Loyale,2013
Mercury,Sable,Sable,2013
Audi,Cabriolet,Cabriolet,2013
Eagle,Talon,Talon,2013
Federal Coach,Heritage,Heritage,2013
Mitsubishi,Eclipse,Eclipse,2013
Acura,2.5TL/3.2TL,TL,2013
Buick,Century,Century,2013
Honda,Accord,Accord,2013
Mitsubishi,3000 GT,3000 GT,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Chevrolet,Metro,Metro,2013
Nissan,Leaf (24 kW-hr battery pack),Leaf,2015
Rolls-Royce,Corniche II/Continental,Corniche/Continental,2013
Chevrolet,Tracker 4WD Hardtop,Tracker,2013
Ferrari,F141,F141,2013
Chevrolet,Pickup 2500 2WD,Pickup 2500,2013
Chevrolet,Pickup 2500 4WD,Pickup 2500,2013
Chevrolet,S10 Pickup 4WD,S10 Pickup,2013
Dodge,Caravan/Grand Caravan 4WD,Caravan/Grand Caravan,2013
Mazda,CX-3 2WD,CX-3,2017
Nissan,Armada 4WD,Armada,2021
Chevrolet,Equinox AWD,Equinox,2021
Porsche,Panamera 4 Executive,Panamera,2021
Toyota,Tundra 4WD,Tundra,2021
Kia,Rio,Rio,2022
Ford,F150 Pickup 2WD FFV,F150,2022
Subaru,Hatchback,Hatchback,2013
Hyundai,Santa Fe 2WD,Santa Fe,2013
Nissan,Xterra 2WD,Xterra,2013
Mazda,MX-5,MX-5,2013
Bentley,Continental GT,Continental,2013
Audi,A4 Avant quattro,A4,2013
Chevrolet,Colorado 2WD,Colorado,2013
Hyundai,Sonata,Sonata,2013
GMC,Savana 1500/2500 2WD (passenger),Savana Passenger,2013
Mitsubishi,Eclipse Convertible,Eclipse,2013
Ford,Ranger Pickup 4WD,Ranger,2013
Dodge,Viper Convertible,Viper,2013
GMC,Sierra 1500 4WD,Sierra,2013
Dodge,Stratus,Stratus,2013
Mercedes-Benz,AMG GLE63 S,GLE-Class,2016
Toyota,Avalon,Avalon,2016
Porsche,911 Carrera GTS Cabriolet,911,2017
Nissan,Sentra,Sentra,2017
Toyota,Supra,Supra,2013
GMC,S15 Pickup 2WD,S15 Pickup,2013
GMC,K2500 Sierra 4WD,K2500 Sierra,2013
Subaru,Loyale Wagon 4WD,Loyale,2013
Toyota,Celica,Celica,2013
Isuzu,Stylus,Stylus,2013
Ford,F250 Pickup 2WD,F250,2013
Subaru,Impreza Wagon AWD,Impreza/Outback Sport,2013
Ford,F150 Pickup 2WD,F150,2013
Dodge,B2500 Wagon 2WD,B2500 Wagon,2013
Isuzu,Amigo 4WD,Amigo,2013
Mercedes-Benz,SL500,SL-Class,2013
Toyota,Matrix,Matrix,2013
Chevrolet,HHR Panel FWD,HHR,2013
BMW,135i,1 Series,2013
Chrysler,200,200,2013
Dodge,Durango 2WD,Durango,2013
Buick,Century Estate Wagon,Century Estate Wagon,2013
Jeep,Grand Wagoneer,Grand Wagoneer,2013
Jaguar,XJ6L,XJ,2013
Nissan,Pathfinder 2WD,Pathfinder,2013
Audi,S4,S4,2013
GMC,Yukon 1500 Hybrid 2WD,Yukon,2013
Ford,Mustang Convertible,Mustang,2013
BMW,X6 M,M,2013
Ford,Fusion FWD,Fusion,2013
MINI,Cooper Paceman,Paceman,2013
Oldsmobile,Calais,Calais,2013
Mitsubishi,Outlander 2WD,Outlander,2023
GMC,C25 Pickup 2WD,Pickup,2013
Mitsubishi,Mirage,Mirage,2013
Toyota,Tercel Wagon 2WD,Tercel,2013
Infiniti,G20,G20,2013
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
Mazda,Protege,Protege,2013
GMC,G15/25 Vandura 2WD,Vandura,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
Jeep,Comanche Pickup 4WD,Comanche Pickup,2013
Mazda,B2200/B2600i,B Pickup,2013
Hyundai,Sonata,Sonata,2013
Mazda,MX-6,MX-6,2013
Daewoo,Leganza,Leganza,2013
Kia,Sportage 2WD,Sportage,2013
Mitsubishi,Truck 4WD,Truck,2013
Dodge,Caravan/Grand Caravan 2WD,Caravan/Grand Caravan,2013
Suzuki,Vitara 2Door 2WD,Vitara,2013
Kia,Sportage 4WD,Sportage,2013
Mercedes-Benz,E320,E-Class,2013
Suzuki,Vitara 2Door 4WD,Vitara,2013
Mitsubishi,Galant,Galant,2013
Cadillac,Eldorado,Eldorado,2013
BMW,M3,M,2013
Toyota,Camry,Camry,2013
Mercedes-Benz,CLK55 AMG,CLK-Class,2013
Ford,Escape 4WD,Escape,2013
Dodge,Charger,Charger,2013
Mercedes-Benz,SL65 AMG,SL-Class,2013
Volvo,XC90 AWD,XC90,2013
Toyota,Sienna 4WD,Sienna,2013
Nissan,Sentra Wagon,Sentra,2013
Porsche,911 Carrera 4 Targa,911,2013
Mercedes-Benz,S550,S-Class,2013
Porsche,Cayenne,Cayenne,2013
Toyota,Corolla,Corolla,2013
Chevrolet,Express 3500 2WD Passenger,Express Passenger,2013
Fiat,500,500,2013
Kia,Sorento AWD,Sorento,2014
Kia,Optima,Optima,2014
Jeep,Patriot FWD,Patriot,2014
Volkswagen,Passat,Passat,2015
Chevrolet,Tracker 2WD Convertible,Tracker,2013
MINI,Cooper,Cooper,2013
BMW,325i Sport Wagon,3 Series,2013
Chevrolet,Silverado 15 Hybrid 2WD,Silverado,2013
Buick,Terraza AWD,Terraza,2013
Acura,TL,TL,2013
MINI,Cooper,Cooper,2013
Chevrolet,Citation II,Citation II,2013
Chrysler,Executive Sedan/Limousine,Executive Sedan/Limousine,2013
Mercury,Cougar,Cougar,2013
Buick,Skyhawk,Skyhawk,2013
Toyota,T100 2WD,Truck/T100,2013
GMC,Sierra 1500 2WD,Sierra,2013
Mitsubishi,Montero,Montero,2013
Toyota,Paseo,Paseo,2013
Lincoln,LS,LS,2013
Toyota,4Runner 2WD,4Runner,2013
Mitsubishi,Montero,Montero,2013
Volvo,C70 Convertible,C70,2013
BMW,325i Sport Wagon,3 Series,2013
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
BMW,M6 Convertible,M,2016
BMW,M6 Gran Coupe,M,2016
Ford,Aerostar Van,Aerostar Van,2013
Infiniti,Q70 Hybrid,Q70,2017
BMW,330i xDrive Gran Turismo,3 Series,2017
Buick,Enclave FWD,Enclave,2017
Mitsubishi,Mirage G4,Mirage,2018
Volkswagen,Golf R,Golf/GTI,2018
Jaguar,XE 30t,XE,2019
Pontiac,Fiero,Fiero,2013
MINI,John Cooper Works Clubman All4,John Cooper Works,2019
BMW,228i xDrive Gran Coupe,2 Series,2020
Jaguar,F-Type R AWD Coupe,F-Type,2020
McLaren Automotive,600LT Coupe,600LT Coupe,2020
Mercedes-Benz,AMG GT C Coupe,AMG GT,2020
Ford,Explorer HEV AWD,Explorer,2021
MINI,Cooper S Clubman All4,Clubman,2022
Porsche,Panamera 4 Executive,Panamera,2022
BMW,M2 Coupe,M,2022
Subaru,Ascent Limited/Touring/Onyx AWD,Ascent,2023
Pontiac,6000 Wagon,6000,2013
Jeep,Comanche Pickup 2WD,Comanche Pickup,2013
Mitsubishi,Mirage,Mirage,2013
Dodge,Dynasty,Dynasty,2013
Pontiac,6000 Wagon,6000,2013
Nissan,Hardbody 2WD,Hardbody,2013
Mitsubishi,Truck 4WD,Truck,2013
Chevrolet,S10 Pickup 2WD,S10 Pickup,2013
Ford,F150 Pickup 2WD,F150,2013
Chevrolet,C1500 Pickup 2WD,C1500 Pickup,2013
Plymouth,Voyager/Grand Voyager 2WD,Voyager/Grand Voyager,2013
Chrysler,Town and Country 2WD,Town and Country,2013
Volvo,740/760 Wagon,740/760,2013
BMW,328ci Convertible,3 Series,2013
Toyota,Yaris,Yaris,2013
Kia,Sportage 4WD,Sportage,2013
Subaru,Impreza AWD,Impreza/Outback Sport,2013
Dodge,Viper Convertible,Viper,2013
BMW,535i Sport Wagon xDrive,5 Series,2013
Mitsubishi,Starion,Starion,2013
BMW,7 Series,7 Series,2013
Volvo,240 DL/GL/Turbo Wagon,240,2013
GMC,K15 Pickup 4WD,Pickup,2013
Chevrolet,Suburban C10 2WD,Suburban,2013
Dodge,Power Ram 50 4WD,Power Ram 50 Pickup,2013
Ford,Escort ZX2,Escort,2013
Lincoln,LS,LS,2013
Hyundai,Tiburon,Tiburon,2013
Hyundai,Santa Fe Hybrid,Santa Fe,2021
Toyota,Corolla Cross 4WD,Corolla Cross,2021
Audi,A4 allroad quattro,A4,2022
Dodge,W100/W150 Pickup 4WD,W100/W150 Pickup,2013
Jeep,CJ7 4WD,CJ,2013
Hyundai,Genesis,Genesis,2013
Suzuki,Kizashi S,Kizashi,2013
MINI,Cooper Countryman,Countryman,2013
Infiniti,QX56 4WD,QX56,2013
Honda,Civic Natural Gas,Civic,2014
Volvo,740/760 Wagon,740/760,2013
Honda,HR-V 2WD,HR-V,2015
Honda,CR-Z,CR-Z,2015
BMW,M8 Competition Coupe,M,2023
Ford,F-150 Lightning PRO 4WD Extended Range,F-150 Lightning,2024
Saab,900,900,2013
Isuzu,Trooper,Trooper,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
GMC,Safari AWD (cargo),Safari,2013
Ford,Festiva,Festiva,2013
GMC,Sierra K10 4WD,Sierra,2018
Mazda,3 4-Door 2WD,3,2019
Cadillac,XT5 FWD,XT5,2021
GMC,Sierra Cab Chassis 4WD,Sierra,2021
Ferrari,SF90 Spider,SF90 Spider,2022
Genesis,GV80 AWD,GV80,2022
BMW,i4 M50 Gran Coupe (19 inch wheels),i4,2022
Jeep,Commander 2WD,Commander,2013
Dodge,Caliber,Caliber,2013
Mitsubishi,Lancer,Lancer,2013
Mercedes-Benz,ML350 4matic,ML-Class,2013
BMW,550i xDrive,5 Series,2013
Saab,9-4X FWD,9-4,2013
Subaru,Outback Wagon AWD,Legacy/Outback,2013
Mercedes-Benz,CLS550,CLS-Class,2013
Toyota,Matrix,Matrix,2013
Hyundai,Santa Fe Ultimate AWD,Santa Fe,2014
Nissan,Pathfinder 2WD,Pathfinder,2013
Subaru,Forester AWD,Forester,2013
Mazda,MPV,MPV,2013
Saturn,SL,SL,2013
Geo,Metro,Metro,2013
Honda,Civic,Civic,2013
Pontiac,Sunfire,Sunfire,2013
Buick,Regal,Regal,2013
Dodge,Stratus 4 Door,Stratus,2013
Buick,Park Avenue,Park Avenue,2013
Lexus,ES 350,ES,2023
Nissan,300ZX,300ZX,2013
Dodge,Caravan/Grand Caravan/Ram Van 2WD,Caravan/Grand Caravan/Ram Van,2013
GMC,C2500 Sierra 2WD,C2500 Sierra,2013
Mazda,Navajo,Navajo,2013
Dodge,Shadow,Shadow,2013
Mercury,Tracer,Tracer,2013
Rolls-Royce,Silver Spirit II/Silver Spur,Silver Spirit II/Silver Spur,2013
BMW,M6 Gran Coupe,M,2017
MINI,Cooper Convertible,Cooper,2018
BMW,440i Convertible,4 Series,2018
Audi,RS 7,RS 7,2013
BMW,228i xDrive,2 Series,2014
Hyundai,Accent,Accent,2014
Porsche,911 Carrera GTS,911,2014
Nissan,Rogue Select AWD,Rogue,2015
Pontiac,Sunbird,Sunbird,2013
Toyota,Tercel,Tercel,2013
BMW,5 Series,5 Series,2013
Volkswagen,GTI,Golf/GTI,2013
Kia,Optima,Optima,2013
Volkswagen,Passat Wagon,Passat,2013
Chevrolet,Tahoe 1500 4WD,Tahoe,2013
Lincoln,Mark VII,Mark VII,2013
Volvo,V70 FWD,V70,2013
Pontiac,Montana SV6 FWD,Montana,2013
Mercury,Mountaineer 2WD,Mountaineer,2013
Ford,F150 Pickup 2WD FFV,F150,2013
Subaru,Legacy Wagon AWD,Legacy/Outback,2013
Buick,Rendezvous FWD,Rendezvous,2013
Chevrolet,Caprice Wagon,Caprice,2013
Pontiac,Torrent AWD,Torrent,2013
Chrysler,Sebring,Sebring,2013
Kia,Sportage 4WD,Sportage,2013
Mitsubishi,Outlander 4WD,Outlander,2013
Mercedes-Benz,SLK300,SLK-Class,2013
GMC,Canyon 2WD,Canyon,2013
Buick,Skyhawk,Skyhawk,2013
Buick,Riviera,Riviera,2013
GMC,G15/25 Rally 2WD,Rally,2013
Chevrolet,S10 Blazer 2WD,Blazer,2013
AM General,FJ8c Post Office,FJ8c Post Office,2013
GMC,S15 Jimmy 2WD,Jimmy,2013
Chrysler,Concorde,Concorde,2013
Ford,E150 Econoline 2WD,E150 Econoline,2013
Chevrolet,Astro 2WD (passenger),Astro Passenger,2013
Acura,Legend,Legend,2013
Volvo,V60 AWD,V60,2016
Hyundai,Elantra GT,Elantra,2017
Cadillac,XT5,XT5,2017
Porsche,911 Carrera 4 GTS Cabriolet,911,2018
Toyota,Corolla,Corolla,2019
Mercedes-Benz,CLS450 4matic,CLS-Class,2019
Honda,Civic 4Dr,Civic,2019
Lincoln,Continental  AWD,Continental,2019
BMW,840i xDrive Coupe,8 Series,2021
Lexus,RX 450h L AWD,RX,2021
Land Rover,Discovery,Discovery,2022
Lamborghini,Huracan Spyder 2WD,Huracan,2022
Nissan,Rogue AWD,Rogue,2022
Chevrolet,C20 Pickup 2WD,C20 Pickup,2013
Hyundai,Elantra Touring,Elantra,2013
Infiniti,M45x,M45,2013
Chevrolet,HHR Panel FWD,HHR,2013
Subaru,Tribeca AWD,Tribeca,2013
Honda,Element 2WD,Element,2013
Chrysler,Town and Country,Town and Country,2013
Toyota,Tacoma 4WD,Tacoma,2013
Mazda,6,6,2013
Toyota,Prius Plug-in Hybrid,Prius,2013
Volkswagen,Golf R,Golf/GTI,2013
Pontiac,Sunbird,Sunbird,2013
Nissan,Maxima,Maxima,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
Daewoo,Nubira,Nubira,2013
Ford,Focus Station Wagon,Focus,2013
Porsche,Macan Turbo Kit,Macan,2016
Porsche,911 Carrera 4 GTS Cabriolet,911,2018
Oldsmobile,Cutlass Supreme,Cutlass Supreme,2013
Honda,Prelude,Prelude,2013
Volvo,C30 FWD,C30,2013
Lincoln,MKS AWD,MKS,2013
Scion,xB,xB,2013
Audi,A3,A3,2013
Mazda,Tribute Hybrid 2WD,Tribute,2013
Dodge,Caliber,Caliber,2013
Audi,A5 Cabriolet,A5,2013
Ford,F150 Pickup 4WD,F150,2013
Ford,Edge AWD,Edge,2013
MINI,Cooper Coupe,Cooper,2013
Audi,A8 L,A8,2013
Mercedes-Benz,CL65 AMG,CL-Class,2013
GMC,Sierra C15 2WD,Sierra,2014
Mazda,MX-5,MX-5,2014
Chevrolet,Sonic,Sonic,2014
GMC,Sierra K15 4WD,Sierra,2014
Mitsubishi,Outlander 4WD,Outlander,2015
Ford,Mustang,Mustang,2013
Ferrari,348 TB/TS,348 TB/TS,2013
Subaru,Justy 4WD,Justy,2013
Isuzu,Stylus,Stylus,2013
Dodge,Dynasty,Dynasty,2013
Volkswagen,Golf/GTI,Golf/GTI,2013
Chevrolet,Corvette,Corvette,2013
Honda,Prelude,Prelude,2013
Subaru,Impreza Wagon/Outback SPT AWD,Impreza/Outback Sport,2013
Chevrolet,Aveo 5,Aveo,2013
Ford,Fusion,Fusion,2013
Kia,Optima (2006 New Model),Optima,2013
Volvo,XC90 AWD,XC90,2013
Lincoln,MKX FWD,MKX,2013
Porsche,911 Turbo Cabriolet,911,2013
Toyota,Camry Solara,Camry,2013
Kia,Sportage 2WD,Sportage,2013
Dodge,W100/W150 Pickup 4WD,W100/W150 Pickup,2013
Chrysler,LeBaron,LeBaron,2013
Buick,Skyhawk Wagon,Skyhawk,2013
Nissan,Sentra,Sentra,2013
Buick,Century,Century,2013
Ford,Ranger Pickup 2WD,Ranger,2013
Volkswagen,Eos,Eos,2015
Dodge,D100/D150 Pickup 2WD,D100/D150 Pickup,2013
Ford,F150 Dual-fuel 4WD (LPG),F150,2013
Dodge,Dakota Pickup 4WD,Dakota Pickup,2013
MINI,Cooper Convertible,Cooper,2013
Mazda,B2300 2WD,B Pickup,2013
Jeep,Wrangler/TJ 4WD,Wrangler/TJ,2013
Honda,Civic CNG,Civic,2013
Volvo,V70 R AWD,V70,2013
Mazda,B4000 2WD,B Pickup,2013
Porsche,Carrera 4 S Cabriolet,Carrera 4 S Cabriolet,2013
Mazda,RX-8,RX-8,2013
Jeep,Liberty 4WD,Liberty,2013
Cadillac,CTS AWD,CTS,2013
Nissan,Altima Hybrid,Altima,2013
BMW,750i,7 Series,2013
Nissan,Rogue AWD,Rogue,2013
Subaru,Forester AWD,Forester,2013
Mercury,Milan,Milan,2013
Chevrolet,Colorado 4WD,Colorado,2013
Honda,Element 2WD,Element,2013
Audi,A6 quattro,A6,2013
Dodge,600,600,2013
GMC,K25 Pickup 4WD,Pickup,2013
GMC,Rally G35 2WD,Rally,2013
Mazda,RX-7,RX-7,2013
Plymouth,Sundance/Duster,Sundance/Duster,2013
GMC,Sonoma 2WD,Sonoma,2013
Oldsmobile,Cutlass Ciera,Cutlass Ciera,2013
Ford,Probe,Probe,2013
Toyota,Camry,Camry,2013
